start_time,stop_time
2020-06-20 14:17:08.4760,2020-06-20 16:47:48.8940
2020-06-20 14:17:08.8000,2020-06-20 14:31:18.3360
2020-06-20 14:17:08.9640,2020-06-20 14:24:34.4640
2020-06-20 14:17:09.2370,2020-06-20 14:30:42.9680
2020-06-20 14:17:09.7350,2020-06-20 15:16:31.0550
2020-06-20 14:17:10.2730,2020-06-20 18:05:19.3840
2020-06-20 14:17:11.5260,2020-06-20 14:28:10.0730
2020-06-20 14:17:12.6040,2020-06-20 14:40:08.1380
2020-06-20 14:17:13.9000,2020-06-20 14:35:02.2400
2020-06-20 14:17:14.2020,2020-06-20 14:43:27.8400
2020-06-20 14:17:14.3690,2020-06-20 14:24:29.3080
2020-06-20 14:17:14.4730,2020-06-20 14:50:48.5180
2020-06-20 14:17:14.8310,2020-06-20 14:50:07.3760
2020-06-20 14:17:14.8400,2020-06-20 14:46:30.0680
2020-06-20 14:17:16.0720,2020-06-20 14:29:00.2120
2020-06-20 14:17:17.9530,2020-06-20 14:31:22.7300
2020-06-20 14:17:18.4340,2020-06-20 14:27:08.4240
2020-06-20 14:17:19.5110,2020-06-20 14:36:58.2390
2020-06-20 14:17:19.6350,2020-06-20 14:23:35.2380
2020-06-20 14:17:20.4640,2020-06-20 14:39:07.3410
2020-06-20 14:17:20.7080,2020-06-20 14:34:22.5310
2020-06-20 14:17:21.4150,2020-06-20 14:22:34.7240
2020-06-20 14:17:21.6150,2020-06-20 14:51:11.1210
2020-06-20 14:17:22.9870,2020-06-20 14:51:04.3190
2020-06-20 14:17:23.2920,2020-06-20 14:29:19.9500
2020-06-20 14:17:25.6880,2020-06-20 14:27:00.3530
2020-06-20 14:17:25.7050,2020-06-20 14:29:17.2300
2020-06-20 14:17:25.8800,2020-06-20 14:46:30.3430
2020-06-20 14:17:27.4540,2020-06-20 14:41:55.2520
2020-06-20 14:17:27.6410,2020-06-20 14:27:34.5660
2020-06-20 14:17:28.3560,2020-06-20 14:21:38.0590
2020-06-20 14:17:28.6340,2020-06-20 14:42:02.6610
2020-06-20 14:17:29.1040,2020-06-20 15:00:58.3920
2020-06-20 14:17:29.7730,2020-06-20 14:50:49.7300
2020-06-20 14:17:29.9880,2020-06-20 14:37:16.4420
2020-06-20 14:17:30.9330,2020-06-20 14:28:33.1080
2020-06-20 14:17:31.2430,2020-06-20 14:25:15.7710
2020-06-20 14:17:31.2730,2020-06-20 14:21:30.7440
2020-06-20 14:17:31.3310,2020-06-20 14:25:12.2870
2020-06-20 14:17:32.3520,2020-06-20 14:51:10.6220
2020-06-20 14:17:32.4020,2020-06-20 14:59:03.3170
2020-06-20 14:17:32.5390,2020-06-20 18:13:48.7420
2020-06-20 14:17:32.7130,2020-06-20 14:40:32.4030
2020-06-20 14:17:32.8750,2020-06-20 14:44:32.8850
2020-06-20 14:17:33.2260,2020-06-20 14:19:45.0400
2020-06-20 14:17:33.4030,2020-06-20 14:19:42.4860
2020-06-20 14:17:34.9270,2020-06-20 14:27:20.9700
2020-06-20 14:17:35.6200,2020-06-20 14:31:53.0670
2020-06-20 14:17:35.8650,2020-06-20 14:40:40.6200
2020-06-20 14:17:36.6180,2020-06-20 14:32:31.3070
2020-06-20 14:17:38.1070,2020-06-20 14:24:59.4140
2020-06-20 14:17:38.3830,2020-06-20 14:20:57.6530
2020-06-20 14:17:38.7060,2020-06-20 15:18:16.3250
2020-06-20 14:17:38.7800,2020-06-20 15:18:14.7850
2020-06-20 14:17:39.0670,2020-06-20 14:36:03.7200
2020-06-20 14:17:40.1340,2020-06-20 14:46:32.3450
2020-06-20 14:17:42.1390,2020-06-20 15:31:13.3720
2020-06-20 14:17:42.1690,2020-06-20 14:41:05.1850
2020-06-20 14:17:42.4440,2020-06-20 14:26:20.4160
2020-06-20 14:17:42.8980,2020-06-20 14:47:51.8820
2020-06-20 14:17:43.7070,2020-06-20 14:29:30.0300
2020-06-20 14:17:44.8740,2020-06-20 15:05:49.4960
2020-06-20 14:17:45.0330,2020-06-20 14:37:52.9050
2020-06-20 14:17:45.0480,2020-06-20 14:57:33.0440
2020-06-20 14:17:45.7760,2020-06-20 14:33:43.8790
2020-06-20 14:17:46.0460,2020-06-20 14:49:36.4380
2020-06-20 14:17:47.0050,2020-06-20 14:42:59.4890
2020-06-20 14:17:47.9410,2020-06-20 14:19:03.9350
2020-06-20 14:17:49.5730,2020-06-20 14:45:22.9620
2020-06-20 14:17:49.9050,2020-06-20 14:36:59.9590
2020-06-20 14:17:50.0630,2020-06-20 15:30:58.3160
2020-06-20 14:17:50.8980,2020-06-20 14:33:32.3560
2020-06-20 14:17:51.1800,2020-06-20 14:38:16.9020
2020-06-20 14:17:51.9140,2020-06-20 16:11:41.4000
2020-06-20 14:17:52.4050,2020-06-20 14:23:22.5940
2020-06-20 14:17:53.0850,2020-06-20 14:42:52.9010
2020-06-20 14:17:53.2190,2020-06-20 15:04:48.4800
2020-06-20 14:17:53.3080,2020-06-20 14:36:28.2960
2020-06-20 14:17:53.3790,2020-06-20 14:57:18.7840
2020-06-20 14:17:53.6460,2020-06-20 14:36:31.2140
2020-06-20 14:17:53.7260,2020-06-20 14:54:45.9400
2020-06-20 14:17:54.0470,2020-06-20 14:40:34.8510
2020-06-20 14:17:54.1730,2020-06-20 14:33:22.7360
2020-06-20 14:17:54.3060,2020-06-20 14:28:11.9060
2020-06-20 14:17:54.7670,2020-06-20 14:40:29.8340
2020-06-20 14:17:55.2060,2020-06-20 14:46:44.2510
2020-06-20 14:17:55.3530,2020-06-20 14:45:18.1780
2020-06-20 14:17:56.6490,2020-06-20 14:38:32.1820
2020-06-20 14:17:57.6290,2020-06-20 14:36:28.2820
2020-06-20 14:17:59.1530,2020-06-20 15:50:29.6640
2020-06-20 14:17:59.2040,2020-06-20 14:25:32.8490
2020-06-20 14:17:59.2120,2020-06-20 14:28:16.8270
2020-06-20 14:18:00.1970,2020-06-20 14:53:53.8440
2020-06-20 14:18:01.0450,2020-06-20 14:21:33.8170
2020-06-20 14:18:01.8590,2020-06-20 14:36:48.2970
2020-06-20 14:18:02.0480,2020-06-20 14:38:20.5510
2020-06-20 14:18:02.4350,2020-06-20 15:03:14.7760
2020-06-20 14:18:02.9240,2020-06-20 14:23:33.6730
2020-06-20 14:18:03.3640,2020-06-20 14:35:39.4330
2020-06-20 14:18:03.6330,2020-06-20 15:04:24.0050
2020-06-20 14:18:03.8650,2020-06-20 15:30:53.7910
2020-06-20 14:18:04.5960,2020-06-20 14:45:01.5220
2020-06-20 14:18:05.9290,2020-06-20 14:29:07.2940
2020-06-20 14:18:06.7810,2020-06-20 14:36:14.9500
2020-06-20 14:18:07.0670,2020-06-20 14:25:24.8550
2020-06-20 14:18:07.4160,2020-06-20 14:21:12.6090
2020-06-20 14:18:07.5040,2020-06-20 14:29:04.4960
2020-06-20 14:18:07.8340,2020-06-20 14:47:03.3760
2020-06-20 14:18:07.9750,2020-06-20 14:27:58.7980
2020-06-20 14:18:08.6130,2020-06-20 14:29:53.7200
2020-06-20 14:18:08.6180,2020-06-20 14:46:33.4800
2020-06-20 14:18:08.6690,2020-06-20 14:41:12.1680
2020-06-20 14:18:09.6530,2020-06-20 14:46:37.7900
2020-06-20 14:18:10.1650,2020-06-20 14:33:48.4000
2020-06-20 14:18:10.4320,2020-06-20 14:36:28.6520
2020-06-20 14:18:10.4450,2020-06-20 14:44:59.8820
2020-06-20 14:18:10.4690,2020-06-20 14:20:20.9470
2020-06-20 14:18:11.5150,2020-06-20 14:42:35.9670
2020-06-20 14:18:12.5610,2020-06-20 14:28:39.0340
2020-06-20 14:18:12.6520,2020-06-20 14:41:50.6630
2020-06-20 14:18:12.9910,2020-06-20 15:01:18.5900
2020-06-20 14:18:13.8760,2020-06-20 14:31:22.4470
2020-06-20 14:18:14.9720,2020-06-20 14:28:31.3590
2020-06-20 14:18:15.2620,2020-06-20 14:50:01.0210
2020-06-20 14:18:15.4640,2020-06-20 14:26:14.3600
2020-06-20 14:18:15.6680,2020-06-20 14:23:27.0830
2020-06-20 14:18:15.7710,2020-06-20 14:27:16.1400
2020-06-20 14:18:16.1290,2020-06-20 14:28:37.5610
2020-06-20 14:18:16.2160,2020-06-20 14:59:09.3670
2020-06-20 14:18:16.2180,2020-06-20 14:21:59.6300
2020-06-20 14:18:16.3670,2020-06-20 15:00:43.0760
2020-06-20 14:18:16.6700,2020-06-20 14:29:17.8010
2020-06-20 14:18:16.7310,2020-06-20 14:52:55.9920
2020-06-20 14:18:16.9800,2020-06-20 14:30:05.6780
2020-06-20 14:18:17.2220,2020-06-20 14:59:24.5660
2020-06-20 14:18:17.8930,2020-06-20 14:21:57.8530
2020-06-20 14:18:18.4820,2020-06-20 15:02:26.3480
2020-06-20 14:18:19.1380,2020-06-20 14:20:44.9830
2020-06-20 14:18:19.6070,2020-06-20 14:36:18.9590
2020-06-20 14:18:19.8910,2020-06-20 14:21:18.9520
2020-06-20 14:18:20.1970,2020-06-20 14:46:31.7680
2020-06-20 14:18:20.2740,2020-06-20 14:36:33.6630
2020-06-20 14:18:20.7670,2020-06-20 15:05:58.0990
2020-06-20 14:18:21.0680,2020-06-20 14:20:10.6960
2020-06-20 14:18:21.4410,2020-06-20 14:53:04.4250
2020-06-20 14:18:21.8400,2020-06-20 14:31:23.0390
2020-06-20 14:18:23.6620,2020-06-20 14:45:28.9860
2020-06-20 14:18:24.3870,2020-06-20 14:30:32.6290
2020-06-20 14:18:24.5130,2020-06-20 17:47:25.4450
2020-06-20 14:18:25.1400,2020-06-20 14:41:50.1160
2020-06-20 14:18:25.9540,2020-06-20 15:07:20.0940
2020-06-20 14:18:26.6020,2020-06-20 14:27:16.2170
2020-06-20 14:18:27.8730,2020-06-20 14:50:12.3020
2020-06-20 14:18:28.2520,2020-06-20 14:28:39.8540
2020-06-20 14:18:28.3710,2020-06-20 14:42:18.0610
2020-06-20 14:18:29.7190,2020-06-20 14:23:56.7020
2020-06-20 14:18:29.9510,2020-06-20 14:29:28.6400
2020-06-20 14:18:30.6790,2020-06-20 14:30:14.6950
2020-06-20 14:18:30.7880,2020-06-20 14:34:32.1270
2020-06-20 14:18:30.9690,2020-06-20 14:28:31.4370
2020-06-20 14:18:31.0550,2020-06-20 14:20:53.5050
2020-06-20 14:18:31.6900,2020-06-20 14:49:02.6220
2020-06-20 14:18:31.9390,2020-06-20 14:24:41.6930
2020-06-20 14:18:32.1300,2020-06-20 15:06:01.8210
2020-06-20 14:18:32.3700,2020-06-20 14:38:33.3080
2020-06-20 14:18:33.0920,2020-06-20 15:17:10.8430
2020-06-20 14:18:33.1850,2020-06-20 14:42:16.8030
2020-06-20 14:18:33.4020,2020-06-20 14:57:46.7500
2020-06-20 14:18:34.4010,2020-06-20 14:28:00.6960
2020-06-20 14:18:34.5910,2020-06-20 14:44:07.2640
2020-06-20 14:18:34.5940,2020-06-20 14:35:16.4750
2020-06-20 14:18:35.3880,2020-06-20 14:56:15.4790
2020-06-20 14:18:36.4790,2020-06-20 14:48:27.5030
2020-06-20 14:18:36.8920,2020-06-20 14:49:45.9320
2020-06-20 14:18:37.1350,2020-06-20 14:25:59.5590
2020-06-20 14:18:37.2820,2020-06-20 14:40:51.7800
2020-06-20 14:18:37.2970,2020-06-20 14:49:23.0400
2020-06-20 14:18:37.9350,2020-06-20 14:45:00.9560
2020-06-20 14:18:38.3230,2020-06-20 14:35:06.7950
2020-06-20 14:18:38.3280,2020-06-20 15:09:42.5330
2020-06-20 14:18:39.0590,2020-06-20 15:17:15.2980
2020-06-20 14:18:39.2650,2020-06-20 14:27:34.9720
2020-06-20 14:18:40.0570,2020-06-20 15:05:51.2460
2020-06-20 14:18:40.3420,2020-06-20 14:36:31.7000
2020-06-20 14:18:41.0310,2020-06-20 14:37:55.1460
2020-06-20 14:18:41.0560,2020-06-20 14:52:04.9240
2020-06-20 14:18:41.1470,2020-06-20 14:38:42.8120
2020-06-20 14:18:42.0390,2020-06-20 14:41:16.2680
2020-06-20 14:18:42.2490,2020-06-20 14:44:07.9330
2020-06-20 14:18:43.4500,2020-06-20 14:23:41.5200
2020-06-20 14:18:43.6570,2020-06-20 15:11:06.5010
2020-06-20 14:18:43.7240,2020-06-20 14:23:32.5150
2020-06-20 14:18:44.0160,2020-06-20 14:43:53.3740
2020-06-20 14:18:44.3300,2020-06-20 14:40:25.4720
2020-06-20 14:18:44.7640,2020-06-20 14:37:46.4700
2020-06-20 14:18:45.0930,2020-06-20 14:24:44.8510
2020-06-20 14:18:46.2810,2020-06-20 14:53:13.2660
2020-06-20 14:18:46.6620,2020-06-20 14:46:34.1380
2020-06-20 14:18:46.8250,2020-06-20 14:25:18.0660
2020-06-20 14:18:48.1820,2020-06-20 15:11:15.7580
2020-06-20 14:18:48.2160,2020-06-20 14:41:20.0660
2020-06-20 14:18:48.9730,2020-06-20 14:52:49.4520
2020-06-20 14:18:49.2080,2020-06-20 14:34:56.5230
2020-06-20 14:18:49.3790,2020-06-20 14:27:48.5740
2020-06-20 14:18:49.4260,2020-06-20 14:36:40.7600
2020-06-20 14:18:49.7420,2020-06-20 14:45:26.7840
2020-06-20 14:18:50.3730,2020-06-20 14:45:52.4720
2020-06-20 14:18:51.0600,2020-06-20 14:35:45.0140
2020-06-20 14:18:51.5740,2020-06-20 14:26:04.3490
2020-06-20 14:18:53.0160,2020-06-20 14:20:38.4910
2020-06-20 14:18:53.3190,2020-06-20 14:24:43.7090
2020-06-20 14:18:53.4230,2020-06-20 14:33:00.4250
2020-06-20 14:18:53.5460,2020-06-20 15:09:03.4300
2020-06-20 14:18:53.5540,2020-06-20 14:48:03.0140
2020-06-20 14:18:53.9050,2020-06-20 14:33:00.3350
2020-06-20 14:18:55.2970,2020-06-20 14:35:48.8060
2020-06-20 14:18:55.3040,2020-06-20 14:47:48.3040
2020-06-20 14:18:57.3330,2020-06-20 14:20:10.0260
2020-06-20 14:18:57.8400,2020-06-20 14:27:15.0320
2020-06-20 14:18:58.3420,2020-06-20 14:54:30.1800
2020-06-20 14:18:58.5940,2020-06-20 15:00:03.8150
2020-06-20 14:18:59.6980,2020-06-20 14:49:34.4570
2020-06-20 14:18:59.8040,2020-06-20 14:42:11.4740
2020-06-20 14:18:59.8260,2020-06-20 14:22:44.5640
2020-06-20 14:18:59.9060,2020-06-20 15:11:28.8740
2020-06-20 14:19:00.4380,2020-06-20 14:51:12.9320
2020-06-20 14:19:02.1750,2020-06-20 14:29:53.9620
2020-06-20 14:19:02.7390,2020-06-20 14:41:31.2160
2020-06-20 14:19:04.1020,2020-06-20 14:47:37.5720
2020-06-20 14:19:04.5210,2020-06-20 15:00:00.2560
2020-06-20 14:19:05.1910,2020-06-20 14:36:57.5530
2020-06-20 14:19:06.0900,2020-06-20 14:53:34.8020
2020-06-20 14:19:06.3470,2020-06-20 14:45:55.0620
2020-06-20 14:19:06.7780,2020-06-20 14:54:56.8840
2020-06-20 14:19:06.9970,2020-06-20 14:54:56.4350
2020-06-20 14:19:08.1440,2020-06-20 14:38:57.1340
2020-06-20 14:19:08.4110,2020-06-20 14:51:16.4160
2020-06-20 14:19:09.2090,2020-06-20 14:55:24.4220
2020-06-20 14:19:09.3850,2020-06-20 14:20:18.6430
2020-06-20 14:19:10.3210,2020-06-20 15:11:16.7010
2020-06-20 14:19:10.3930,2020-06-20 15:09:01.8720
2020-06-20 14:19:10.8290,2020-06-20 14:22:43.5710
2020-06-20 14:19:11.0830,2020-06-20 14:46:29.9160
2020-06-20 14:19:12.6420,2020-06-20 14:54:25.0780
2020-06-20 14:19:13.8830,2020-06-20 14:58:01.0060
2020-06-20 14:19:14.0410,2020-06-20 15:01:30.9170
2020-06-20 14:19:15.3010,2020-06-20 14:55:18.9820
2020-06-20 14:19:15.9320,2020-06-20 14:34:47.9080
2020-06-20 14:19:15.9690,2020-06-20 15:06:22.2440
2020-06-20 14:19:16.3320,2020-06-20 15:10:57.7450
2020-06-20 14:19:16.4750,2020-06-20 14:22:42.0190
2020-06-20 14:19:16.5010,2020-06-20 14:56:28.8070
2020-06-20 14:19:16.5280,2020-06-20 14:58:02.6010
2020-06-20 14:19:17.0470,2020-06-20 14:56:44.3870
2020-06-20 14:19:17.2460,2020-06-20 14:35:46.3830
2020-06-20 14:19:17.3460,2020-06-20 15:36:53.3830
2020-06-20 14:19:17.3470,2020-06-20 14:45:52.2820
2020-06-20 14:19:17.4560,2020-06-20 14:34:18.7840
2020-06-20 14:19:18.6350,2020-06-20 14:42:13.2280
2020-06-20 14:19:19.5680,2020-06-20 14:25:41.4740
2020-06-20 14:19:19.9220,2020-06-20 15:16:57.8750
2020-06-20 14:19:20.2230,2020-06-20 16:20:50.5630
2020-06-20 14:19:20.4250,2020-06-20 14:38:47.8640
2020-06-20 14:19:21.3300,2020-06-20 14:49:02.6350
2020-06-20 14:19:22.3540,2020-06-20 14:44:13.1750
2020-06-20 14:19:22.3930,2020-06-20 14:38:14.5720
2020-06-20 14:19:22.6620,2020-06-20 14:33:07.0750
2020-06-20 14:19:23.8510,2020-06-20 15:03:08.5370
2020-06-20 14:19:25.0170,2020-06-20 14:28:11.1820
2020-06-20 14:19:25.9860,2020-06-20 14:21:50.3200
2020-06-20 14:19:27.3820,2020-06-20 14:23:25.7280
2020-06-20 14:19:27.7440,2020-06-20 14:26:18.1570
2020-06-20 14:19:27.9260,2020-06-20 14:26:05.9470
2020-06-20 14:19:28.4450,2020-06-20 14:28:05.2080
2020-06-20 14:19:28.5510,2020-06-20 14:42:16.5980
2020-06-20 14:19:28.8460,2020-06-20 15:14:04.1360
2020-06-20 14:19:29.1550,2020-06-20 14:23:50.7270
2020-06-20 14:19:29.2760,2020-06-20 14:43:59.7540
2020-06-20 14:19:29.3370,2020-06-20 15:09:34.9740
2020-06-20 14:19:29.3840,2020-06-20 14:23:35.3350
2020-06-20 14:19:29.7700,2020-06-20 14:49:28.2630
2020-06-20 14:19:31.6940,2020-06-20 14:53:40.7350
2020-06-20 14:19:31.7310,2020-06-20 14:23:24.2470
2020-06-20 14:19:32.0180,2020-06-20 14:29:53.8980
2020-06-20 14:19:32.1470,2020-06-20 14:31:29.6900
2020-06-20 14:19:32.2960,2020-06-20 14:54:51.7710
2020-06-20 14:19:32.3370,2020-06-20 14:22:25.5320
2020-06-20 14:19:34.3870,2020-06-20 14:35:19.6890
2020-06-20 14:19:34.5710,2020-06-20 14:35:46.2980
2020-06-20 14:19:34.7330,2020-06-20 14:21:27.2210
2020-06-20 14:19:35.2210,2020-06-20 14:34:52.4500
2020-06-20 14:19:35.8590,2020-06-20 14:22:14.7980
2020-06-20 14:19:35.9160,2020-06-20 14:42:11.0890
2020-06-20 14:19:35.9820,2020-06-20 15:10:58.6640
2020-06-20 14:19:37.1130,2020-06-20 14:37:14.6480
2020-06-20 14:19:37.3320,2020-06-20 14:50:14.8600
2020-06-20 14:19:37.5220,2020-06-20 14:34:40.9990
2020-06-20 14:19:37.9190,2020-06-20 14:56:31.6970
2020-06-20 14:19:38.2220,2020-06-20 14:27:16.4200
2020-06-20 14:19:38.4760,2020-06-20 14:49:57.9350
2020-06-20 14:19:38.8270,2020-06-20 14:37:21.8810
2020-06-20 14:19:38.8620,2020-06-20 14:32:47.8510
2020-06-20 14:19:38.9740,2020-06-20 14:49:43.1110
2020-06-20 14:19:39.4130,2020-06-20 15:15:26.0460
2020-06-20 14:19:39.6370,2020-06-20 14:43:35.8790
2020-06-20 14:19:40.2720,2020-06-20 14:26:52.4340
2020-06-20 14:19:41.2820,2020-06-20 14:29:06.9130
2020-06-20 14:19:41.3920,2020-06-20 14:29:03.3330
2020-06-20 14:19:41.7120,2020-06-20 16:14:18.9010
2020-06-20 14:19:41.8000,2020-06-20 14:22:34.2050
2020-06-20 14:19:41.9260,2020-06-20 14:35:51.3330
2020-06-20 14:19:42.5890,2020-06-20 15:07:51.5190
2020-06-20 14:19:42.8180,2020-06-20 14:26:07.9900
2020-06-20 14:19:43.0060,2020-06-20 15:10:54.8970
2020-06-20 14:19:43.0320,2020-06-20 15:16:08.2900
2020-06-20 14:19:43.2170,2020-06-20 15:11:06.6700
2020-06-20 14:19:43.3400,2020-06-20 14:43:11.4890
2020-06-20 14:19:43.4540,2020-06-20 14:22:20.4340
2020-06-20 14:19:43.6940,2020-06-20 14:57:45.2840
2020-06-20 14:19:44.4550,2020-06-20 14:28:26.9070
2020-06-20 14:19:44.9820,2020-06-20 14:29:22.8620
2020-06-20 14:19:46.1650,2020-06-20 14:35:08.1860
2020-06-20 14:19:46.6130,2020-06-20 14:33:36.1580
2020-06-20 14:19:47.0230,2020-06-20 14:44:01.0560
2020-06-20 14:19:47.3400,2020-06-20 14:43:48.0690
2020-06-20 14:19:48.1050,2020-06-20 14:42:08.6910
2020-06-20 14:19:48.7710,2020-06-20 14:42:20.5260
2020-06-20 14:19:48.9950,2020-06-20 14:27:06.7870
2020-06-20 14:19:49.6460,2020-06-20 14:26:19.8130
2020-06-20 14:19:50.5530,2020-06-20 14:21:26.8940
2020-06-20 14:19:51.2520,2020-06-20 14:31:03.8160
2020-06-20 14:19:51.8680,2020-06-20 14:38:54.2790
2020-06-20 14:19:52.9710,2020-06-20 14:42:09.6110
2020-06-20 14:19:53.3590,2020-06-20 15:01:50.9580
2020-06-20 14:19:53.6710,2020-06-20 15:07:14.3610
2020-06-20 14:19:54.3350,2020-06-20 14:46:19.9850
2020-06-20 14:19:54.7490,2020-06-20 14:35:46.4850
2020-06-20 14:19:55.1710,2020-06-20 16:52:27.2720
2020-06-20 14:19:55.2570,2020-06-20 14:49:20.0060
2020-06-20 14:19:56.4260,2020-06-20 14:35:01.7130
2020-06-20 14:19:56.5130,2020-06-20 14:21:38.3000
2020-06-20 14:19:56.5950,2020-06-20 14:29:55.3930
2020-06-20 14:19:56.7610,2020-06-20 14:42:28.8840
2020-06-20 14:19:57.0160,2020-06-20 14:30:39.7140
2020-06-20 14:19:57.7860,2020-06-20 14:28:20.2050
2020-06-20 14:19:58.0080,2020-06-20 14:26:56.6700
2020-06-20 14:19:59.1580,2020-06-20 14:41:09.0820
2020-06-20 14:19:59.4220,2020-06-20 15:10:05.5320
2020-06-20 14:19:59.6720,2020-06-20 14:35:10.9140
2020-06-20 14:19:59.9260,2020-06-20 15:39:24.6670
2020-06-20 14:20:01.5880,2020-06-20 14:28:45.6140
2020-06-20 14:20:02.1120,2020-06-20 14:59:53.9270
2020-06-20 14:20:02.6990,2020-06-20 14:42:29.6320
2020-06-20 14:20:03.6150,2020-06-20 14:47:37.3610
2020-06-20 14:20:03.7240,2020-06-20 15:02:08.4160
2020-06-20 14:20:04.8500,2020-06-20 15:05:34.5960
2020-06-20 14:20:05.0100,2020-06-20 14:49:39.6760
2020-06-20 14:20:05.2360,2020-06-20 14:52:33.4660
2020-06-20 14:20:06.1430,2020-06-20 14:36:51.7150
2020-06-20 14:20:06.1790,2020-06-20 15:03:29.7780
2020-06-20 14:20:06.4850,2020-06-20 14:36:22.7260
2020-06-20 14:20:07.6730,2020-06-20 15:26:14.6640
2020-06-20 14:20:08.2240,2020-06-20 14:50:58.8490
2020-06-20 14:20:08.6850,2020-06-20 14:32:25.6660
2020-06-20 14:20:10.0890,2020-06-20 14:41:14.7420
2020-06-20 14:20:10.9010,2020-06-20 16:47:50.9870
2020-06-20 14:20:11.0280,2020-06-20 14:57:04.0010
2020-06-20 14:20:11.2970,2020-06-20 14:39:05.9980
2020-06-20 14:20:11.3650,2020-06-20 14:28:59.3430
2020-06-20 14:20:11.5640,2020-06-20 14:41:44.6270
2020-06-20 14:20:11.7470,2020-06-20 14:28:51.2080
2020-06-20 14:20:12.6590,2020-06-20 14:44:30.1920
2020-06-20 14:20:13.8300,2020-06-20 14:41:46.0350
2020-06-20 14:20:14.2330,2020-06-20 15:13:35.5830
2020-06-20 14:20:14.3540,2020-06-20 14:41:34.2500
2020-06-20 14:20:14.3780,2020-06-20 15:10:09.4730
2020-06-20 14:20:14.8210,2020-06-20 14:27:40.9140
2020-06-20 14:20:15.1070,2020-06-20 14:48:34.4730
2020-06-20 14:20:15.3990,2020-06-20 15:06:42.7330
2020-06-20 14:20:15.4270,2020-06-20 14:27:42.9920
2020-06-20 14:20:16.1570,2020-06-20 14:41:57.3930
2020-06-20 14:20:16.3020,2020-06-20 15:10:05.0680
2020-06-20 14:20:16.3810,2020-06-20 14:28:57.9180
2020-06-20 14:20:17.7730,2020-06-20 14:28:53.4830
2020-06-20 14:20:18.7220,2020-06-20 14:43:22.5200
2020-06-20 14:20:19.7500,2020-06-20 16:52:19.2870
2020-06-20 14:20:20.5450,2020-06-20 14:38:38.0910
2020-06-20 14:20:20.7900,2020-06-20 14:30:08.6990
2020-06-20 14:20:21.0700,2020-06-20 15:05:53.9650
2020-06-20 14:20:21.5770,2020-06-20 14:36:57.5530
2020-06-20 14:20:21.8250,2020-06-20 14:40:35.9060
2020-06-20 14:20:21.9870,2020-06-20 14:59:55.5740
2020-06-20 14:20:24.3950,2020-06-20 14:36:46.2070
2020-06-20 14:20:24.4780,2020-06-20 14:23:18.1100
2020-06-20 14:20:24.7280,2020-06-20 15:10:28.1770
2020-06-20 14:20:25.9150,2020-06-20 14:46:07.1330
2020-06-20 14:20:25.9820,2020-06-20 14:29:25.6920
2020-06-20 14:20:26.1290,2020-06-20 14:59:53.8460
2020-06-20 14:20:26.1330,2020-06-20 15:13:35.6630
2020-06-20 14:20:26.1970,2020-06-20 14:51:44.1860
2020-06-20 14:20:27.0100,2020-06-20 14:36:31.1240
2020-06-20 14:20:27.1220,2020-06-20 14:32:27.2270
2020-06-20 14:20:27.1500,2020-06-20 14:23:24.3970
2020-06-20 14:20:28.7220,2020-06-20 14:33:13.9410
2020-06-20 14:20:29.6540,2020-06-20 14:39:48.3110
2020-06-20 14:20:31.2290,2020-06-20 14:27:00.5330
2020-06-20 14:20:31.6130,2020-06-20 14:22:40.6340
2020-06-20 14:20:32.3070,2020-06-20 14:23:30.5700
2020-06-20 14:20:33.3730,2020-06-20 14:31:28.7930
2020-06-20 14:20:33.8520,2020-06-20 14:31:33.8230
2020-06-20 14:20:33.9210,2020-06-20 14:34:49.0280
2020-06-20 14:20:34.2960,2020-06-20 14:37:59.6230
2020-06-20 14:20:34.3390,2020-06-20 14:45:49.0970
2020-06-20 14:20:34.3830,2020-06-20 14:57:50.6110
2020-06-20 14:20:35.6750,2020-06-20 14:22:37.5570
2020-06-20 14:20:37.2830,2020-06-20 15:35:31.8960
2020-06-20 14:20:37.9920,2020-06-20 15:24:12.5250
2020-06-20 14:20:38.8230,2020-06-20 14:26:55.6380
2020-06-20 14:20:38.9860,2020-06-20 15:07:23.2880
2020-06-20 14:20:39.3650,2020-06-20 14:22:56.3410
2020-06-20 14:20:39.6440,2020-06-20 14:49:21.8760
2020-06-20 14:20:39.6600,2020-06-20 14:31:03.0870
2020-06-20 14:20:40.1720,2020-06-20 14:40:32.0530
2020-06-20 14:20:40.8570,2020-06-20 14:57:02.3620
2020-06-20 14:20:41.4350,2020-06-20 15:23:59.4700
2020-06-20 14:20:42.3090,2020-06-20 14:30:58.0290
2020-06-20 14:20:42.4290,2020-06-20 14:33:41.8410
2020-06-20 14:20:42.6930,2020-06-20 14:27:06.8440
2020-06-20 14:20:42.7110,2020-06-20 14:33:56.0750
2020-06-20 14:20:42.7510,2020-06-20 14:40:13.3440
2020-06-20 14:20:43.0400,2020-06-20 14:27:52.4890
2020-06-20 14:20:43.6930,2020-06-20 15:28:30.5210
2020-06-20 14:20:44.2450,2020-06-20 14:49:35.5990
2020-06-20 14:20:44.7510,2020-06-20 14:38:50.2960
2020-06-20 14:20:45.9900,2020-06-20 15:15:55.4630
2020-06-20 14:20:46.0540,2020-06-20 14:32:09.8220
2020-06-20 14:20:46.8440,2020-06-20 14:30:19.5970
